"UniProt_Entry","UniProt_Entry.Name","UniProt_Gene.Names..primary.","UniProt_Protein.names","DVL3.specific","DVL3.wt_ctrl_logFC","DVL3.wt_ctrl_AveExpr","DVL3.wt_ctrl_adj.P.Val","DVL3.wt_ctrl_group","DVL3.STA_ctrl_logFC","DVL3.STA_ctrl_AveExpr","DVL3.STA_ctrl_adj.P.Val","DVL3.STA_ctrl_group","DVL3.STA_DVL3.wt_logFC","DVL3.STA_DVL3.wt_AveExpr","DVL3.STA_DVL3.wt_adj.P.Val","DVL3.STA_DVL3.wt_group"
"A2A3K4","PTPC1_HUMAN","PTPDC1","Protein tyrosine phosphatase domain-containing protein 1 (EC 3.1.3.-)","yes",0.135113622750804,16.4000691566734,0.777058922898155,"NS",1.06364554877569,16.4000691566734,0.0269235622000369,"Up",0.928531926024881,16.4000691566734,0.091929673451796,"NS"
"A2AJT9","BCLA3_HUMAN","BCLAF3","BCLAF1 and THRAP3 family member 3","no",-0.707247872618275,17.6081294942015,0.631839870466204,"NS",-2.61784151807105,17.6081294942015,0.077593639997413,"NS",-1.91059364545277,17.6081294942015,0.292042675326509,"NS"
"A2RRP1","NBAS_HUMAN","NBAS","NBAS subunit of NRZ tethering complex (Neuroblastoma-amplified gene protein) (Neuroblastoma-amplified sequence)","yes",0.692806245441659,16.8360794168517,0.0564034041103231,"NS",0.711040695654759,16.8360794168517,0.0533500253278881,"NS",0.0182344502131002,16.8360794168517,0.992478269239013,"NS"
"A2RTX5","SYTC2_HUMAN","TARS3","Threonine--tRNA ligase 2, cytoplasmic (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase protein 3)","yes",-0.0495303213339291,17.8171651776931,0.913480436292156,"NS",1.34680884234084,17.8171651776931,0.00479705835738556,"Up",1.39633916367477,17.8171651776931,0.00934490675315042,"Up"
"A2RU67","F234B_HUMAN","FAM234B","Protein FAM234B","no",-3.82771396858605,14.9448775974477,7.00271131731998e-05,"Down",-4.48648994670883,14.9448775974477,1.38688922302847e-05,"Down",-0.658775978122774,14.9448775974477,0.52832064147791,"NS"
"A2RUB1","MEIOC_HUMAN","MEIOC","Meiosis-specific coiled-coil domain-containing protein MEIOC (Meiosis-specific with coiled-coil domain protein)","yes",6.18769111836539,19.7090952990334,2.3534667507431e-13,"Up",5.06853525220718,19.7090952990334,4.7438034465724e-12,"Up",-1.11915586615821,19.7090952990334,0.00233746768873655,"Down"
"A2RUB6","CCD66_HUMAN","CCDC66","Coiled-coil domain-containing protein 66","yes",3.09720727881981,18.4749889644851,3.45135512075064e-13,"Up",2.37113657171463,18.4749889644851,1.84837689696062e-11,"Up",-0.726070707105176,18.4749889644851,0.000331034938929619,"NS"
"A2RUC4","TYW5_HUMAN","TYW5","tRNA wybutosine-synthesizing protein 5 (hTYW5) (tRNA yW-synthesizing protein 5) (EC 1.14.11.42) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-C(2))-hydroxylase)","yes",4.42968829939028,16.388962236393,0.011331122378045,"Up",2.99665692815655,16.388962236393,0.0768433549335689,"NS",-1.43303137123373,16.388962236393,0.522178621992683,"NS"
"A2RUS2","DEND3_HUMAN","DENND3","DENN domain-containing protein 3","yes",0.382772519462932,17.2109306847522,0.0115865108487286,"NS",2.39082150542649,17.2109306847522,1.12653600417072e-11,"Up",2.00804898596355,17.2109306847522,2.58329309470911e-09,"Up"
"A2VDJ0","T131L_HUMAN","TMEM131L","Transmembrane protein 131-like","yes",0.937105029145329,18.0408488637466,9.50472642265168e-06,"NS",0.72665702233467,18.0408488637466,0.000163231950288406,"NS",-0.210448006810658,18.0408488637466,0.284814247787077,"NS"
"A3KMH1","VWA8_HUMAN","VWA8","von Willebrand factor A domain-containing protein 8 (PEX7-binding protein 2) (P7BP2)","yes",4.37595238237566,17.8627745526945,1.04565895951168e-11,"Up",3.65348012586505,17.8627745526945,1.54403581138909e-10,"Up",-0.72247225651061,17.8627745526945,0.0231353349896666,"NS"
"A3KN83","SBNO1_HUMAN","SBNO1","Protein strawberry notch homolog 1 (Monocyte protein 3) (MOP-3)","no",-2.83786877534389,18.9175805846267,2.2523343152149e-12,"Down",-2.67764936956447,18.9175805846267,5.8822473450575e-12,"Down",0.160219405779422,18.9175805846267,0.424346911868112,"NS"
"A4D161","F221A_HUMAN","FAM221A","Protein FAM221A","no",-0.275350329642841,19.3949317975138,0.0715248702060551,"NS",-0.258995271974872,19.3949317975138,0.0923976436581389,"NS",0.016355057667969,19.3949317975138,0.965192192714185,"NS"
"A4D1E9","GTPBA_HUMAN","GTPBP10","GTP-binding protein 10 (Protein obg homolog 2) (ObgH2)","no",-0.0676273372909755,16.8235226483644,0.967406320718641,"NS",0.708617038610356,16.8235226483644,0.649919068609832,"NS",0.776244375901332,16.8235226483644,0.730692838842073,"NS"
"A4D1P6","WDR91_HUMAN","WDR91","WD repeat-containing protein 91","no",0.302315564472512,18.1735909257785,0.0389584674435473,"NS",0.287969894233118,18.1735909257785,0.0506156448878368,"NS",-0.0143456702393934,18.1735909257785,0.969821325028128,"NS"
"A4D1U4","DEN11_HUMAN","DENND11","DENN domain-containing protein 11 (DENND11) (Protein LCHN)","yes",3.90647565415513,16.9291877699602,0.018874708415851,"Up",6.38132212562632,16.9291877699602,0.000619989601516871,"Up",2.4748464714712,16.9291877699602,0.204915587253294,"NS"
"A5D8V6","VP37C_HUMAN","VPS37C","Vacuolar protein sorting-associated protein 37C (hVps37C) (ESCRT-I complex subunit VPS37C)","no",-0.402303341250764,17.3687316414897,0.768343058997611,"NS",-0.764038057811746,17.3687316414897,0.571284366155055,"NS",-0.361734716560981,17.3687316414897,0.873465824452499,"NS"
"A5PL33","KRBA1_HUMAN","KRBA1","Protein KRBA1","no",-0.122034233300173,17.2078331759265,0.455902521248795,"NS",0.997741857447252,17.2078331759265,7.80747045204108e-06,"NS",1.11977609074743,17.2078331759265,1.19611505841298e-05,"Up"
"A5PLL1","AN34B_HUMAN","ANKRD34B","Ankyrin repeat domain-containing protein 34B","yes",1.67105705312376,17.2191598114056,0.022631358179801,"Up",1.21768184839104,17.2191598114056,0.0911945106390573,"NS",-0.453375204732716,17.2191598114056,0.651260489430266,"NS"
"A5PLN7","F149A_HUMAN","FAM149A","Protein FAM149A","yes",2.59953052288396,16.6671307707354,0.00244615742733284,"Up",3.94477023370543,16.6671307707354,6.04298552788684e-05,"Up",1.34523971082147,16.6671307707354,0.151904932194248,"NS"
"A5PLN9","TPC13_HUMAN","TRAPPC13","Trafficking protein particle complex subunit 13","no",0.738933226468923,19.5441311300858,0.000258989869678432,"NS",0.459578394750324,19.5441311300858,0.0114415520106118,"NS",-0.279354831718599,19.5441311300858,0.176307494725824,"NS"
"A5YKK6","CNOT1_HUMAN","CNOT1","CCR4-NOT transcription complex subunit 1 (CCR4-associated factor 1) (Negative regulator of transcription subunit 1 homolog) (NOT1H) (hNOT1)","yes",3.54597293122797,20.0905818719184,3.97577977778913e-11,"Up",2.58587631074312,20.0905818719184,3.80479790853329e-09,"Up",-0.960096620484855,20.0905818719184,0.00156935435792243,"NS"
"A6H8Y1","BDP1_HUMAN","BDP1","Transcription factor TFIIIB component B'' homolog (Transcription factor IIIB 150) (TFIIIB150) (Transcription factor-like nuclear regulator)","no",-4.01024247161074,14.6607543571155,2.81709126787497e-15,"Down",-4.20071884793464,14.6607543571155,1.55923646674712e-15,"Down",-0.1904763763239,14.6607543571155,0.261452403328215,"NS"
"A6NCL7","AN33B_HUMAN","ANKRD33B","Ankyrin repeat domain-containing protein 33B","yes",3.97031121418295,14.9569032708508,0.00107078116963066,"Up",0.0298269767836086,14.9569032708508,0.980133430136298,"NS",-3.94048423739934,14.9569032708508,0.00362338498082627,"Down"
"A6ND36","FA83G_HUMAN","FAM83G","Protein FAM83G (Protein associated with SMAD1)","yes",1.73685862976036,18.729564528239,1.9557220299898e-10,"Up",1.02262167458085,18.729564528239,3.00646884574652e-07,"Up",-0.714236955179508,18.729564528239,0.000104211077642732,"NS"
"A6NDG6","PGP_HUMAN","PGP","Glycerol-3-phosphate phosphatase (G3PP) (EC 3.1.3.21) (Aspartate-based ubiquitous Mg(2+)-dependent phosphatase) (AUM) (EC 3.1.3.48) (Phosphoglycolate phosphatase) (PGP)","yes",2.61449301281253,17.8287831602396,2.57746342605468e-05,"Up",2.14450108720324,17.8287831602396,0.000224439668382082,"Up",-0.469991925609296,17.8287831602396,0.458529530096321,"NS"
"A6NDU8","RIMC1_HUMAN","RIMOC1","RAB7A-interacting MON1-CCZ1 complex subunit 1 (UPF0600 protein C5orf51)","no",-0.604074405331978,18.0633932202781,0.0205972222822916,"NS",-0.483727916835409,18.0633932202781,0.0605294055964464,"NS",0.120346488496569,18.0633932202781,0.750872183442093,"NS"
"A6NED2","RCCD1_HUMAN","RCCD1","RCC1 domain-containing protein 1","no",-0.638955944822413,17.7860633856903,0.483383655020585,"NS",1.67402912891416,17.7860633856903,0.0719566254882013,"NS",2.31298507373658,17.7860633856903,0.0341580800597454,"Up"
"A6NEL2","SWAHB_HUMAN","SOWAHB","Ankyrin repeat domain-containing protein SOWAHB (Ankyrin repeat domain-containing protein 56) (Protein sosondowah homolog B)","yes",3.07513990610808,17.684364561377,2.0780229036322e-08,"Up",1.51097998484562,17.684364561377,0.000121480519501853,"Up",-1.56415992126246,17.684364561377,0.000339568888650384,"Down"
"A6NFI3","ZN316_HUMAN","ZNF316","Zinc finger protein 316","no",-1.31799796448187,15.9619344818315,0.0168587319610641,"Down",-2.63900939350363,15.9619344818315,7.182694979097e-05,"Down",-1.32101142902176,15.9619344818315,0.0370769506251457,"Down"
"A6NGB9","WIPF3_HUMAN","WIPF3","WAS/WASL-interacting protein family member 3 (Corticosteroids and regional expression protein 16 homolog)","no",-0.935042122041139,19.3444198612455,7.34292697021948e-08,"NS",-0.06806392454261,19.3444198612455,0.531749402116493,"NS",0.866978197498529,19.3444198612455,1.70114389753785e-06,"NS"
"A6NHQ4","EPOP_HUMAN","EPOP","Elongin BC and Polycomb repressive complex 2-associated protein (Proline-rich protein 28)","no",-4.75622368151882,13.9709880457057,1.87167753138924e-18,"Down",-4.75622368151882,13.9709880457057,1.91266317076273e-18,"Down",0,13.9709880457057,1,"NS"
"A6NHR9","SMHD1_HUMAN","SMCHD1","Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (SMC hinge domain-containing protein 1) (EC 3.6.1.-)","no",-0.322784115183921,18.406747724,0.00183398097925096,"NS",-1.01684836959804,18.406747724,4.31496742089638e-09,"Down",-0.694064254414123,18.406747724,4.56264017318044e-06,"NS"
"A6NHX0","CAST2_HUMAN","CASTOR2","Cytosolic arginine sensor for mTORC1 subunit 2 (Cellular arginine sensor for mTORC1 protein 2) (GATS-like protein 2)","no",-2.46073105335205,16.3443426766678,0.0286593850953778,"Down",-0.929345771762087,16.3443426766678,0.401028799196339,"NS",1.53138528158996,16.3443426766678,0.256475746934673,"NS"
"A6NI28","RHG42_HUMAN","ARHGAP42","Rho GTPase-activating protein 42 (Rho GTPase-activating protein 10-like) (Rho-type GTPase-activating protein 42)","yes",1.7366494095744,17.8571181467648,2.79562615081316e-12,"Up",1.6159862308235,17.8571181467648,8.91181386354236e-12,"Up",-0.120663178750902,17.8571181467648,0.314802652412679,"NS"
"A6NIH7","U119B_HUMAN","UNC119B","Protein unc-119 homolog B","yes",1.50817902764504,18.2870040181289,0.142604861623986,"NS",2.25697404930948,18.2870040181289,0.0348048367447588,"Up",0.748795021664435,18.2870040181289,0.598008123208221,"NS"
"A6NIX2","WTIP_HUMAN","WTIP","Wilms tumor protein 1-interacting protein (WT1-interacting protein)","yes",2.08500591863057,16.6800017783935,2.49361658971379e-06,"Up",2.79580522397027,16.6800017783935,6.78137785203994e-08,"Up",0.710799305339698,16.6800017783935,0.0578240124301543,"NS"
"A6NJ78","MET15_HUMAN","METTL15","12S rRNA N(4)-cytidine methyltransferase METTL15 (12S rRNA m4C methyltransferase) (EC 2.1.1.-) (Methyltransferase 5 domain-containing protein 1) (Methyltransferase-like protein 15)","yes",2.82858127980848,15.3316023802101,0.027055070620526,"Up",3.04136634532088,15.3316023802101,0.019902043869786,"Up",0.212785065512405,15.3316023802101,0.932295577406416,"NS"
"A6NK59","ASB14_HUMAN","ASB14","Ankyrin repeat and SOCS box protein 14 (ASB-14)","no",0.930916714628918,20.0361631286569,0.00139266286959164,"NS",0.664764297467805,20.0361631286569,0.0155146608029718,"NS",-0.266152417161113,20.0361631286569,0.432320988350488,"NS"
"A6NKD9","CC85C_HUMAN","CCDC85C","Coiled-coil domain-containing protein 85C","no",0.761807978542777,20.7611392662147,8.09367671338583e-05,"NS",0.651639887417513,20.7611392662147,0.00041345537234898,"NS",-0.110168091125264,20.7611392662147,0.609496918463581,"NS"
"A6NKN8","PC4L1_HUMAN","PCP4L1","Purkinje cell protein 4-like protein 1 (PCP4-like protein 1)","yes",0.0207218988375573,15.539299393344,0.985325100022029,"NS",1.49200864527839,15.539299393344,0.122195914441029,"NS",1.47128674644083,15.539299393344,0.206193454120729,"NS"
"A6NN90","CB081_HUMAN","C2orf81","Uncharacterized protein C2orf81","yes",3.28183280367559,15.8415218814518,0.00212199448230068,"Up",3.47988229519494,15.8415218814518,0.00145461144856463,"Up",0.198049491519349,15.8415218814518,0.912071533087978,"NS"
"A6NNY8","UBP27_HUMAN","USP27X","Ubiquitin carboxyl-terminal hydrolase 27 (EC 3.4.19.12) (Deubiquitinating enzyme 27) (Ubiquitin carboxyl-terminal hydrolase 22-like) (Ubiquitin thioesterase 27) (Ubiquitin-specific-processing protease 27) (X-linked ubiquitin carboxyl-terminal hydrolase 27)","no",-0.77317868566827,16.9715553303342,0.0679704710487565,"NS",-0.723407427477465,16.9715553303342,0.0899716991599259,"NS",0.0497712581908054,16.9715553303342,0.959283795177152,"NS"
"A6QL63","ABTB3_HUMAN","ABTB3","Ankyrin repeat- and BTB/POZ domain-containing protein 3 (BTB/POZ domain-containing protein 11)","yes",2.44742634595689,18.6388757011194,1.18562238365403e-09,"Up",4.0364999179183,18.6388757011194,9.98835738869062e-13,"Up",1.58907357196141,18.6388757011194,3.02594424026907e-06,"Up"
"A6QL64","AN36A_HUMAN","ANKRD36","Ankyrin repeat domain-containing protein 36A","yes",4.37913995206769,15.4711822531229,0.000422639456798241,"Up",1.11623869547922,15.4711822531229,0.29917752365846,"NS",-3.26290125658847,15.4711822531229,0.0121187189949152,"Down"
"A7E2V4","ZSWM8_HUMAN","ZSWIM8","Zinc finger SWIM domain-containing protein 8","yes",4.61318223772712,19.3155537303797,1.94987574685459e-11,"Up",4.06485008005246,19.3155537303797,1.3242897431282e-10,"Up",-0.548332157674658,19.3155537303797,0.115055053968829,"NS"
"A7KAX9","RHG32_HUMAN","ARHGAP32","Rho GTPase-activating protein 32 (Brain-specific Rho GTPase-activating protein) (GAB-associated Cdc42/Rac GTPase-activating protein) (GC-GAP) (GTPase regulator interacting with TrkA) (Rho-type GTPase-activating protein 32) (Rho/Cdc42/Rac GTPase-activating protein RICS) (RhoGAP involved in the beta-catenin-N-cadherin and NMDA receptor signaling) (p200RhoGAP) (p250GAP)","yes",2.64876123387543,19.5668289103164,1.65318973170111e-12,"Up",3.14416880289103,19.5668289103164,1.47819703748035e-13,"Up",0.495407569015601,19.5668289103164,0.00490531275719507,"NS"
"A7MCY6","TBKB1_HUMAN","TBKBP1","TANK-binding kinase 1-binding protein 1 (TBK1-binding protein 1)","yes",2.32970398754467,17.6614485172675,2.63758060794503e-06,"Up",1.71148461061499,17.6614485172675,9.48615889219297e-05,"Up",-0.61821937692968,17.6614485172675,0.145724666427599,"NS"
"A7XYQ1","SOBP_HUMAN","SOBP","Sine oculis-binding protein homolog (Jackson circler protein 1)","no",-3.89360127684773,14.2012601767569,1.15514169533007e-13,"Down",-3.69462814802024,14.2012601767569,2.64967110225198e-13,"Down",0.198973128827493,14.2012601767569,0.365209838197868,"NS"
"A8CG34","P121C_HUMAN","POM121C","Nuclear envelope pore membrane protein POM 121C (Nuclear pore membrane protein 121-2) (POM121-2) (Pore membrane protein of 121 kDa C)","no",-2.76577951824567,17.497197161506,1.7891331608172e-08,"Down",-2.87106115759444,17.497197161506,1.22187105222932e-08,"Down",-0.105281639348767,17.497197161506,0.817442154636917,"NS"
"A8K0R7","ZN839_HUMAN","ZNF839","Zinc finger protein 839 (Renal carcinoma antigen NY-REN-50)","no",-5.32053522523123,14.8562248410842,3.61314375247651e-18,"Down",-5.27750640775593,14.8562248410842,4.2812175818196e-18,"Down",0.0430288174753066,14.8562248410842,0.809882829263999,"NS"
"A8K855","EFCB7_HUMAN","EFCAB7","EF-hand calcium-binding domain-containing protein 7","no",0.866171137415758,18.6920578897579,4.04177927640357e-06,"NS",0.797416709917929,18.6920578897579,1.19214783629845e-05,"NS",-0.0687544274978293,18.6920578897579,0.733610536142662,"NS"
"A8MPP1","D11L8_HUMAN","DDX11L8","Putative ATP-dependent DNA helicase DDX11-like protein 8 (EC 5.6.2.-) (DEAD/H box protein 11-like 8)","no",-1.03723507868682,20.3110286401341,0.000571680053564569,"Down",-0.826835846539378,20.3110286401341,0.00392126567287858,"NS",0.210399232147438,20.3110286401341,0.55133726459244,"NS"
"A8MPS7","YDJC_HUMAN","YDJC","Carbohydrate deacetylase (EC 3.5.1.-)","yes",-2.46678585480471,16.0316385604793,0.0160913591254309,"Down",2.29909230493859,16.0316385604793,0.0250917680086052,"Up",4.7658781597433,16.0316385604793,0.00037171170337385,"Up"
"A8MQ14","ZN850_HUMAN","ZNF850","Zinc finger protein 850","no",-0.36950711259751,16.7664952157635,0.383654297243861,"NS",-0.950443579205256,16.7664952157635,0.0317241600275724,"NS",-0.580936466607746,16.7664952157635,0.270885105244916,"NS"
"A8MT70","ZBBX_HUMAN","ZBBX","Zinc finger B-box domain-containing protein 1","yes",0.0296480055554813,14.148190617214,0.837130558104116,"NS",0.0824421930234269,14.148190617214,0.55769103616868,"NS",0.0527941874679456,14.148190617214,0.809221323730979,"NS"
"A8MTY0","ZN724_HUMAN","ZNF724","Zinc finger protein 724","no",-1.20333959775837,16.9068411649573,0.00126628968324502,"Down",-1.30667750241224,16.9068411649573,0.000688884385012217,"Down",-0.103337904653863,16.9068411649573,0.849821455091733,"NS"
"A8MTZ0","BBIP1_HUMAN","BBIP1","BBSome-interacting protein 1 (BBSome-interacting protein of 10 kDa)","no",-0.639730306091977,17.3541280636099,0.343107821932491,"NS",-0.409580391317281,17.3541280636099,0.554374918605457,"NS",0.230149914774696,17.3541280636099,0.834566819010857,"NS"
"A8MU93","CQ100_HUMAN","C17orf100","Uncharacterized protein C17orf100","yes",1.9111126088281,15.7135720416415,0.076423384416368,"NS",1.23883713169698,15.7135720416415,0.250615600646952,"NS",-0.672275477131119,15.7135720416415,0.65769070944409,"NS"
"A8MV65","VGLL3_HUMAN","VGLL3","Transcription cofactor vestigial-like protein 3 (Vgl-3)","yes",1.76726654709478,15.729255632303,0.133762365664135,"NS",-0.345581956636082,15.729255632303,0.780082974744329,"NS",-2.11284850373086,15.729255632303,0.137153206781452,"NS"
"A8MVW0","F1712_HUMAN","FAM171A2","Protein FAM171A2","no",-0.815567399020889,18.0076953787322,1.94597501911069e-06,"NS",-0.477708036220616,18.0076953787322,0.000646355199135795,"NS",0.337859362800273,18.0076953787322,0.0202925043051012,"NS"
"A8MW92","P20L1_HUMAN","PHF20L1","PHD finger protein 20-like protein 1","no",-5.58915824682532,16.1938581782854,0.00564245449764553,"Down",-4.5080639595459,16.1938581782854,0.0220677637083277,"Down",1.08109428727942,16.1938581782854,0.69167461005497,"NS"
"A8MXV4","NUD19_HUMAN","NUDT19","Acyl-coenzyme A diphosphatase NUDT19 (EC 3.6.1.-) (EC 3.6.1.77) (Nucleoside diphosphate-linked moiety X motif 19) (Nudix motif 19)","yes",1.51901344935861,18.7265517400643,0.00624607357881333,"Up",1.52778427260983,18.7265517400643,0.00651261610532332,"Up",0.00877082325121847,18.7265517400643,1,"NS"
